Year,Rainfall_mm,DecadalAvg_Pre_m,DecadalAvg_Post_m,pH,EC_µS_cm,Ca_mgL,Mg_mgL,Cl_mgL,F_mgL,NO3_mgL,TH_mgL_as_CaCO3,Month_sin,Month_cos,Block_Aryad,Block_Bharanikkavu,Block_Champakulam,Block_Chengannur,Block_Haripad,Block_Kanjikuzhy,Block_Mavelikkara,Block_Muthukulam,Block_Pattanakad,Block_Thaikkatussery,Block_Veliyanad,Soil_Type_Lateritic Soil,Soil_Type_Riverine Alluvium
-0.8783100656536799,-1.0647140892042792,-0.6537636968715143,-0.7414779191868613,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,0.7071067811865477,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.8783100656536799,-1.0647140892042792,0.9229875383098194,0.7782812027669391,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,0.7071067811865477,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.8783100656536799,-1.0647140892042792,-0.5710669537675983,-0.5661210974229612,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,0.7071067811865477,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.8783100656536799,-1.0647140892042792,-0.5379882565260318,-0.2998385162259277,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,0.7071067811865477,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.8783100656536799,-1.0647140892042792,0.3606496852031897,0.07685391571133895,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,0.7071067811865477,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.8783100656536799,-1.0647140892042792,0.11255945589144156,-0.007577146619427667,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,0.7071067811865477,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8783100656536799,-1.0647140892042792,-0.3891341189389828,-0.4427218524779945,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,0.7071067811865477,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.8783100656536799,-1.0647140892042792,-0.2513062137657893,-0.33880669884012776,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,0.7071067811865477,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.8783100656536799,-1.0647140892042792,-1.0176293665287452,-0.7349832220844946,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,0.7071067811865477,False,False,False,False,False,False,False,False,False,False,True,False,True
-0.8783100656536799,-1.2101534941734169,-0.2678455623865724,-0.3128279104306611,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,-1.2101534941734169,-0.5876063023883814,-0.45571124668272783,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,-1.2101534941734169,2.880143791769167,3.044930491492906,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.8783100656536799,-1.2101534941734169,-0.6537636968715143,-0.7414779191868613,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.8783100656536799,-1.2101534941734169,0.9229875383098194,0.7782812027669391,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.8783100656536799,-1.2101534941734169,-0.5710669537675983,-0.5661210974229612,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.8783100656536799,-1.2101534941734169,-0.5379882565260318,-0.2998385162259277,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.8783100656536799,-1.2101534941734169,0.3606496852031897,0.07685391571133895,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.8783100656536799,-1.2101534941734169,0.11255945589144156,-0.007577146619427667,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8783100656536799,-1.2101534941734169,-0.3891341189389828,-0.4427218524779945,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.8783100656536799,-1.2101534941734169,-0.2513062137657893,-0.33880669884012776,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.8783100656536799,-1.2101534941734169,-1.0176293665287452,-0.7349832220844946,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.414213562373095,1.5637749267616154e-16,False,False,False,False,False,False,False,False,False,False,True,False,True
-0.8783100656536799,-0.5035132756837903,-0.2678455623865724,-0.3128279104306611,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,-0.5035132756837903,-0.5876063023883814,-0.45571124668272783,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,-0.5035132756837903,2.880143791769167,3.044930491492906,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.8783100656536799,-0.5035132756837903,-0.6537636968715143,-0.7414779191868613,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.8783100656536799,-0.5035132756837903,0.9229875383098194,0.7782812027669391,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.8783100656536799,-0.5035132756837903,-0.5710669537675983,-0.5661210974229612,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.8783100656536799,-0.5035132756837903,-0.5379882565260318,-0.2998385162259277,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.8783100656536799,-0.5035132756837903,0.3606496852031897,0.07685391571133895,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.8783100656536799,-0.5035132756837903,0.11255945589144156,-0.007577146619427667,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8783100656536799,-0.5035132756837903,-0.3891341189389828,-0.4427218524779945,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.8783100656536799,-0.5035132756837903,-0.2513062137657893,-0.33880669884012776,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.8783100656536799,-0.5035132756837903,-1.0176293665287452,-0.7349832220844946,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,1.224744871391589,-0.7071067811865471,False,False,False,False,False,False,False,False,False,False,True,False,True
-0.8783100656536799,0.2391013539289444,-0.2678455623865724,-0.3128279104306611,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,0.2391013539289444,-0.5876063023883814,-0.45571124668272783,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,0.2391013539289444,2.880143791769167,3.044930491492906,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.8783100656536799,0.2391013539289444,-0.6537636968715143,-0.7414779191868613,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.8783100656536799,0.2391013539289444,0.9229875383098194,0.7782812027669391,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.8783100656536799,0.2391013539289444,-0.5710669537675983,-0.5661210974229612,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.8783100656536799,0.2391013539289444,-0.5379882565260318,-0.2998385162259277,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.8783100656536799,0.2391013539289444,0.3606496852031897,0.07685391571133895,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.8783100656536799,0.2391013539289444,0.11255945589144156,-0.007577146619427667,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8783100656536799,0.2391013539289444,-0.3891341189389828,-0.4427218524779945,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.8783100656536799,0.2391013539289444,-0.2513062137657893,-0.33880669884012776,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.8783100656536799,0.2391013539289444,-1.0176293665287452,-0.7349832220844946,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,0.7071067811865475,-1.224744871391589,False,False,False,False,False,False,False,False,False,False,True,False,True
-0.8783100656536799,1.8481853714496865,-0.2678455623865724,-0.3128279104306611,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,1.8481853714496865,-0.5876063023883814,-0.45571124668272783,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,1.8481853714496865,2.880143791769167,3.044930491492906,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.8783100656536799,1.8481853714496865,-0.6537636968715143,-0.7414779191868613,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.8783100656536799,1.8481853714496865,0.9229875383098194,0.7782812027669391,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.8783100656536799,1.8481853714496865,-0.5710669537675983,-0.5661210974229612,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.8783100656536799,1.8481853714496865,-0.5379882565260318,-0.2998385162259277,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.8783100656536799,1.8481853714496865,0.3606496852031897,0.07685391571133895,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.8783100656536799,1.8481853714496865,0.11255945589144156,-0.007577146619427667,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8783100656536799,1.8481853714496865,-0.3891341189389828,-0.4427218524779945,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.8783100656536799,1.8481853714496865,-0.2513062137657893,-0.33880669884012776,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.8783100656536799,1.8481853714496865,-1.0176293665287452,-0.7349832220844946,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,2.1971246928217345e-16,-1.414213562373095,False,False,False,False,False,False,False,False,False,False,True,False,True
-0.8783100656536799,2.788145342080616,-0.2678455623865724,-0.3128279104306611,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,2.788145342080616,-0.5876063023883814,-0.45571124668272783,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,2.788145342080616,2.880143791769167,3.044930491492906,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.8783100656536799,2.788145342080616,-0.6537636968715143,-0.7414779191868613,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.8783100656536799,2.788145342080616,0.9229875383098194,0.7782812027669391,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.8783100656536799,2.788145342080616,-0.5710669537675983,-0.5661210974229612,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.8783100656536799,2.788145342080616,-0.5379882565260318,-0.2998385162259277,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.8783100656536799,2.788145342080616,0.3606496852031897,0.07685391571133895,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.8783100656536799,2.788145342080616,0.11255945589144156,-0.007577146619427667,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8783100656536799,2.788145342080616,-0.3891341189389828,-0.4427218524779945,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.8783100656536799,2.788145342080616,-0.2513062137657893,-0.33880669884012776,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.8783100656536799,2.788145342080616,-1.0176293665287452,-0.7349832220844946,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-0.707106781186547,-1.2247448713915892,False,False,False,False,False,False,False,False,False,False,True,False,True
-0.8783100656536799,0.6713082075651452,-0.2678455623865724,-0.3128279104306611,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-1.2247448713915885,-0.7071067811865481,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,0.6713082075651452,-0.5876063023883814,-0.45571124668272783,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-1.2247448713915885,-0.7071067811865481,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.8783100656536799,0.6713082075651452,2.880143791769167,3.044930491492906,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-1.2247448713915885,-0.7071067811865481,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.8783100656536799,0.6713082075651452,-0.6537636968715143,-0.7414779191868613,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-1.2247448713915885,-0.7071067811865481,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.8783100656536799,0.6713082075651452,0.9229875383098194,0.7782812027669391,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-1.2247448713915885,-0.7071067811865481,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.8783100656536799,0.6713082075651452,-0.5710669537675983,-0.5661210974229612,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-1.2247448713915885,-0.7071067811865481,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.8783100656536799,0.6713082075651452,-0.5379882565260318,-0.2998385162259277,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-1.2247448713915885,-0.7071067811865481,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.8783100656536799,0.6713082075651452,0.3606496852031897,0.07685391571133895,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-1.2247448713915885,-0.7071067811865481,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.8783100656536799,0.6713082075651452,0.11255945589144156,-0.007577146619427667,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-1.2247448713915885,-0.7071067811865481,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8783100656536799,0.6713082075651452,-0.3891341189389828,-0.4427218524779945,-2.5031251327743986e-14,0.0,-2.7500111150670935e-15,-1.2629925987549635e-15,4.0587105898583726e-15,2.811584005030329e-15,-4.435761083386294e-15,-4.321262569529959e-15,-1.2247448713915885,-0.7071067811865481,False,False,False,False,False,False,False,False,True,False,False,False,False
